"year","variable","value","tributary"
2078,"wintDay",148,"nipigon"
2079,"wintDay",105,"nipigon"
2080,"wintDay",135,"nipigon"
2081,"wintDay",147.6,"nipigon"
2082,"wintDay",110.2,"nipigon"
2083,"wintDay",171.6,"nipigon"
2084,"wintDay",110,"nipigon"
2085,"wintDay",70.4,"nipigon"
2086,"wintDay",111.6,"nipigon"
2087,"wintDay",132.6,"nipigon"
2088,"wintDay",97.2,"nipigon"
2089,"wintDay",133.6,"nipigon"
2090,"wintDay",159,"nipigon"
2091,"wintDay",113.8,"nipigon"
2092,"wintDay",97.4,"nipigon"
2093,"wintDay",134.2,"nipigon"
2094,"wintDay",127.2,"nipigon"
2095,"wintDay",160,"nipigon"
2096,"wintDay",130.6,"nipigon"
2097,"wintDay",86,"nipigon"
2098,"wintDay",102.4,"nipigon"
2099,"wintDay",78,"nipigon"
2015,"wintPer",0.544,"nipigon"
2016,"wintPer",0.332,"nipigon"
2017,"wintPer",0.468,"nipigon"
2018,"wintPer",0.568,"nipigon"
2019,"wintPer",0.572,"nipigon"
2020,"wintPer",0.136,"nipigon"
2021,"wintPer",0.354,"nipigon"
2022,"wintPer",0.26,"nipigon"
2023,"wintPer",0.262,"nipigon"
2024,"wintPer",0.458,"nipigon"
2025,"wintPer",0.47,"nipigon"
2026,"wintPer",0.568,"nipigon"
2027,"wintPer",0.424,"nipigon"
2028,"wintPer",0.334,"nipigon"
2029,"wintPer",0.564,"nipigon"
2030,"wintPer",0.35,"nipigon"
2031,"wintPer",0.58,"nipigon"
2032,"wintPer",0.406,"nipigon"
2033,"wintPer",0.534,"nipigon"
2034,"wintPer",0.56,"nipigon"
2035,"wintPer",0.45,"nipigon"
2036,"wintPer",0.232,"nipigon"
2037,"wintPer",0.414,"nipigon"
2038,"wintPer",0.422,"nipigon"
2039,"wintPer",0.44,"nipigon"
2040,"wintPer",0.42,"nipigon"
2041,"wintPer",0.538,"nipigon"
2042,"wintPer",0.302,"nipigon"
2043,"wintPer",0.542,"nipigon"
2044,"wintPer",0.4,"nipigon"
2045,"wintPer",0.328,"nipigon"
2046,"wintPer",0.532,"nipigon"
2047,"wintPer",0.436,"nipigon"
2048,"wintPer",0.43,"nipigon"
2049,"wintPer",0.416,"nipigon"
2050,"wintPer",0.514,"nipigon"
2051,"wintPer",0.412,"nipigon"
2052,"wintPer",0.408,"nipigon"
2053,"wintPer",0.308,"nipigon"
2054,"wintPer",0.41,"nipigon"
2055,"wintPer",0.304,"nipigon"
2056,"wintPer",0.532,"nipigon"
2057,"wintPer",0.274,"nipigon"
2058,"wintPer",0.382,"nipigon"
2059,"wintPer",0.44,"nipigon"
2060,"wintPer",0.412,"nipigon"
2061,"wintPer",0.3,"nipigon"
2062,"wintPer",0.424,"nipigon"
2063,"wintPer",0.324,"nipigon"
2064,"wintPer",0.376,"nipigon"
2065,"wintPer",0.422,"nipigon"
2066,"wintPer",0.394,"nipigon"
2067,"wintPer",0.33,"nipigon"
2068,"wintPer",0.408,"nipigon"
2069,"wintPer",0.316,"nipigon"
2070,"wintPer",0.29,"nipigon"
2071,"wintPer",0.476,"nipigon"
2072,"wintPer",0.376,"nipigon"
2073,"wintPer",0.382,"nipigon"
2074,"wintPer",0.32,"nipigon"
2075,"wintPer",0.268,"nipigon"
2076,"wintPer",0.392,"nipigon"
2077,"wintPer",0.27,"nipigon"
2078,"wintPer",0.406,"nipigon"
2079,"wintPer",0.286,"nipigon"
2080,"wintPer",0.37,"nipigon"
2081,"wintPer",0.404,"nipigon"
2082,"wintPer",0.302,"nipigon"
2083,"wintPer",0.47,"nipigon"
2084,"wintPer",0.304,"nipigon"
2085,"wintPer",0.194,"nipigon"
2086,"wintPer",0.306,"nipigon"
2087,"wintPer",0.362,"nipigon"
2088,"wintPer",0.268,"nipigon"
2089,"wintPer",0.364,"nipigon"
2090,"wintPer",0.434,"nipigon"
2091,"wintPer",0.31,"nipigon"
2092,"wintPer",0.266,"nipigon"
2093,"wintPer",0.364,"nipigon"
2094,"wintPer",0.35,"nipigon"
2095,"wintPer",0.436,"nipigon"
2096,"wintPer",0.356,"nipigon"
2097,"wintPer",0.236,"nipigon"
2098,"wintPer",0.282,"nipigon"
2099,"wintPer",0.212,"nipigon"
2015,"num.growDays",177.4,"stlouis"
2016,"num.growDays",186.2,"stlouis"
2017,"num.growDays",184,"stlouis"
2018,"num.growDays",181.6,"stlouis"
2019,"num.growDays",181.8,"stlouis"
2020,"num.growDays",195.2,"stlouis"
2021,"num.growDays",182.4,"stlouis"
2022,"num.growDays",184.4,"stlouis"
2023,"num.growDays",179.8,"stlouis"
2024,"num.growDays",179.4,"stlouis"
2025,"num.growDays",186,"stlouis"
2026,"num.growDays",189.6,"stlouis"
2027,"num.growDays",185.4,"stlouis"
2028,"num.growDays",185,"stlouis"
2029,"num.growDays",186,"stlouis"
2030,"num.growDays",182.4,"stlouis"
2031,"num.growDays",189.4,"stlouis"
2032,"num.growDays",192.2,"stlouis"
2033,"num.growDays",198.4,"stlouis"
2034,"num.growDays",192.2,"stlouis"
2035,"num.growDays",191.4,"stlouis"
2036,"num.growDays",193,"stlouis"
2037,"num.growDays",197.4,"stlouis"
2038,"num.growDays",193.2,"stlouis"
2039,"num.growDays",195.8,"stlouis"
2040,"num.growDays",193,"stlouis"
2041,"num.growDays",196.2,"stlouis"
2042,"num.growDays",198,"stlouis"
2043,"num.growDays",203.6,"stlouis"
2044,"num.growDays",201.8,"stlouis"
2045,"num.growDays",190,"stlouis"
2046,"num.growDays",190.6,"stlouis"
2047,"num.growDays",197.6,"stlouis"
2048,"num.growDays",197.6,"stlouis"
2049,"num.growDays",206.2,"stlouis"
2050,"num.growDays",199.6,"stlouis"
2051,"num.growDays",209.4,"stlouis"
2052,"num.growDays",200.4,"stlouis"
2053,"num.growDays",196,"stlouis"
2054,"num.growDays",208.8,"stlouis"
2055,"num.growDays",210.8,"stlouis"
2056,"num.growDays",207,"stlouis"
2057,"num.growDays",206.2,"stlouis"
2058,"num.growDays",206.8,"stlouis"
2059,"num.growDays",209.6,"stlouis"
2060,"num.growDays",206,"stlouis"
2061,"num.growDays",215.8,"stlouis"
2062,"num.growDays",204,"stlouis"
2063,"num.growDays",205,"stlouis"
2064,"num.growDays",213.2,"stlouis"
2065,"num.growDays",212.2,"stlouis"
2066,"num.growDays",206.6,"stlouis"
2067,"num.growDays",218,"stlouis"
2068,"num.growDays",203,"stlouis"
2069,"num.growDays",216.2,"stlouis"
2070,"num.growDays",214.6,"stlouis"
2071,"num.growDays",218,"stlouis"
2072,"num.growDays",214.6,"stlouis"
2073,"num.growDays",217.2,"stlouis"
2074,"num.growDays",212.6,"stlouis"
2075,"num.growDays",221.2,"stlouis"
2076,"num.growDays",232.2,"stlouis"
2077,"num.growDays",220.2,"stlouis"
2078,"num.growDays",231.4,"stlouis"
2079,"num.growDays",230,"stlouis"
2080,"num.growDays",230,"stlouis"
2081,"num.growDays",218.2,"stlouis"
2082,"num.growDays",225,"stlouis"
2083,"num.growDays",222.2,"stlouis"
2084,"num.growDays",232.8,"stlouis"
2085,"num.growDays",231.4,"stlouis"
2086,"num.growDays",228.2,"stlouis"
2087,"num.growDays",227.8,"stlouis"
2088,"num.growDays",230.8,"stlouis"
2089,"num.growDays",236,"stlouis"
2090,"num.growDays",228,"stlouis"
2091,"num.growDays",232.6,"stlouis"
2092,"num.growDays",236.4,"stlouis"
2093,"num.growDays",238.2,"stlouis"
2094,"num.growDays",242.6,"stlouis"
2095,"num.growDays",235.4,"stlouis"
2096,"num.growDays",241.4,"stlouis"
2097,"num.growDays",236.8,"stlouis"
2098,"num.growDays",253.2,"stlouis"
2099,"num.growDays",250.2,"stlouis"
2015,"growPercent_year",0.484,"stlouis"
2016,"growPercent_year",0.51,"stlouis"
2017,"growPercent_year",0.504,"stlouis"
2018,"growPercent_year",0.498,"stlouis"
2019,"growPercent_year",0.498,"stlouis"
2020,"growPercent_year",0.536,"stlouis"
2021,"growPercent_year",0.498,"stlouis"
2022,"growPercent_year",0.504,"stlouis"
2023,"growPercent_year",0.492,"stlouis"
2024,"growPercent_year",0.49,"stlouis"
2025,"growPercent_year",0.51,"stlouis"
2026,"growPercent_year",0.52,"stlouis"
2027,"growPercent_year",0.508,"stlouis"
2028,"growPercent_year",0.506,"stlouis"
2029,"growPercent_year",0.51,"stlouis"
2030,"growPercent_year",0.502,"stlouis"
2031,"growPercent_year",0.518,"stlouis"
2032,"growPercent_year",0.528,"stlouis"
2033,"growPercent_year",0.544,"stlouis"
2034,"growPercent_year",0.526,"stlouis"
2035,"growPercent_year",0.524,"stlouis"
2036,"growPercent_year",0.528,"stlouis"
2037,"growPercent_year",0.542,"stlouis"
2038,"growPercent_year",0.528,"stlouis"
2039,"growPercent_year",0.534,"stlouis"
2040,"growPercent_year",0.528,"stlouis"
2041,"growPercent_year",0.538,"stlouis"
2042,"growPercent_year",0.542,"stlouis"
2043,"growPercent_year",0.556,"stlouis"
2044,"growPercent_year",0.554,"stlouis"
2045,"growPercent_year",0.518,"stlouis"
2046,"growPercent_year",0.52,"stlouis"
2047,"growPercent_year",0.542,"stlouis"
2048,"growPercent_year",0.54,"stlouis"
2049,"growPercent_year",0.564,"stlouis"
2050,"growPercent_year",0.548,"stlouis"
2051,"growPercent_year",0.576,"stlouis"
2052,"growPercent_year",0.55,"stlouis"
2053,"growPercent_year",0.538,"stlouis"
2054,"growPercent_year",0.57,"stlouis"
2055,"growPercent_year",0.578,"stlouis"
2056,"growPercent_year",0.564,"stlouis"
2057,"growPercent_year",0.566,"stlouis"
2058,"growPercent_year",0.564,"stlouis"
2059,"growPercent_year",0.576,"stlouis"
2060,"growPercent_year",0.564,"stlouis"
2061,"growPercent_year",0.594,"stlouis"
2062,"growPercent_year",0.56,"stlouis"
2063,"growPercent_year",0.562,"stlouis"
2064,"growPercent_year",0.584,"stlouis"
2065,"growPercent_year",0.58,"stlouis"
2066,"growPercent_year",0.566,"stlouis"
2067,"growPercent_year",0.596,"stlouis"
2068,"growPercent_year",0.554,"stlouis"
2069,"growPercent_year",0.592,"stlouis"
2070,"growPercent_year",0.588,"stlouis"
2071,"growPercent_year",0.598,"stlouis"
2072,"growPercent_year",0.59,"stlouis"
2073,"growPercent_year",0.594,"stlouis"
2074,"growPercent_year",0.584,"stlouis"
2075,"growPercent_year",0.604,"stlouis"
2076,"growPercent_year",0.636,"stlouis"
2077,"growPercent_year",0.602,"stlouis"
2078,"growPercent_year",0.634,"stlouis"
2079,"growPercent_year",0.63,"stlouis"
2080,"growPercent_year",0.63,"stlouis"
2081,"growPercent_year",0.598,"stlouis"
2082,"growPercent_year",0.618,"stlouis"
2083,"growPercent_year",0.61,"stlouis"
2084,"growPercent_year",0.636,"stlouis"
2085,"growPercent_year",0.634,"stlouis"
2086,"growPercent_year",0.626,"stlouis"
2087,"growPercent_year",0.624,"stlouis"
2088,"growPercent_year",0.632,"stlouis"
2089,"growPercent_year",0.648,"stlouis"
2090,"growPercent_year",0.626,"stlouis"
2091,"growPercent_year",0.638,"stlouis"
2092,"growPercent_year",0.648,"stlouis"
2093,"growPercent_year",0.652,"stlouis"
2094,"growPercent_year",0.664,"stlouis"
2095,"growPercent_year",0.646,"stlouis"
2096,"growPercent_year",0.662,"stlouis"
2097,"growPercent_year",0.65,"stlouis"
2098,"growPercent_year",0.696,"stlouis"
2099,"growPercent_year",0.686,"stlouis"
2015,"num.spawnDays",61.8,"stlouis"
2016,"num.spawnDays",79.4,"stlouis"
2017,"num.spawnDays",66.2,"stlouis"
2018,"num.spawnDays",67,"stlouis"
2019,"num.spawnDays",69.8,"stlouis"
2020,"num.spawnDays",81.6,"stlouis"
2021,"num.spawnDays",73.4,"stlouis"
2022,"num.spawnDays",67.4,"stlouis"
2023,"num.spawnDays",72.4,"stlouis"
2024,"num.spawnDays",71.2,"stlouis"
2025,"num.spawnDays",75.6,"stlouis"
2026,"num.spawnDays",72.6,"stlouis"
2027,"num.spawnDays",82,"stlouis"
2028,"num.spawnDays",81.2,"stlouis"
2029,"num.spawnDays",81,"stlouis"
2030,"num.spawnDays",79.6,"stlouis"
2031,"num.spawnDays",77.8,"stlouis"
2032,"num.spawnDays",87.4,"stlouis"
2033,"num.spawnDays",89.8,"stlouis"
2034,"num.spawnDays",85.6,"stlouis"
2035,"num.spawnDays",79.8,"stlouis"
2036,"num.spawnDays",85,"stlouis"
2037,"num.spawnDays",91.4,"stlouis"
2038,"num.spawnDays",87.8,"stlouis"
2039,"num.spawnDays",94.4,"stlouis"
2040,"num.spawnDays",90.8,"stlouis"
2041,"num.spawnDays",93.8,"stlouis"
2042,"num.spawnDays",96.8,"stlouis"
2043,"num.spawnDays",95,"stlouis"
2044,"num.spawnDays",92.6,"stlouis"
2045,"num.spawnDays",95.8,"stlouis"
2046,"num.spawnDays",94,"stlouis"
2047,"num.spawnDays",99.8,"stlouis"
2048,"num.spawnDays",86.2,"stlouis"
2049,"num.spawnDays",102,"stlouis"
2050,"num.spawnDays",97.4,"stlouis"
2051,"num.spawnDays",101.6,"stlouis"
2052,"num.spawnDays",97.6,"stlouis"
2053,"num.spawnDays",97.4,"stlouis"
2054,"num.spawnDays",101.6,"stlouis"
2055,"num.spawnDays",96.6,"stlouis"
2056,"num.spawnDays",99.2,"stlouis"
2057,"num.spawnDays",98.6,"stlouis"
2058,"num.spawnDays",107.8,"stlouis"
2059,"num.spawnDays",104,"stlouis"
2060,"num.spawnDays",106.4,"stlouis"
2061,"num.spawnDays",105,"stlouis"
2062,"num.spawnDays",105.2,"stlouis"
2063,"num.spawnDays",104.6,"stlouis"
2064,"num.spawnDays",109.6,"stlouis"
2065,"num.spawnDays",103.6,"stlouis"
2066,"num.spawnDays",114.2,"stlouis"
2067,"num.spawnDays",110.6,"stlouis"
2068,"num.spawnDays",104.2,"stlouis"
2069,"num.spawnDays",121.4,"stlouis"
2070,"num.spawnDays",114.8,"stlouis"
2071,"num.spawnDays",119.4,"stlouis"
2072,"num.spawnDays",109.2,"stlouis"
2073,"num.spawnDays",115.8,"stlouis"
2074,"num.spawnDays",113.4,"stlouis"
2075,"num.spawnDays",109.4,"stlouis"
2076,"num.spawnDays",126.6,"stlouis"
2077,"num.spawnDays",122,"stlouis"
2078,"num.spawnDays",126,"stlouis"
2079,"num.spawnDays",120.2,"stlouis"
2080,"num.spawnDays",121.8,"stlouis"
2081,"num.spawnDays",121,"stlouis"
2082,"num.spawnDays",124,"stlouis"
2083,"num.spawnDays",120.2,"stlouis"
2084,"num.spawnDays",130,"stlouis"
2085,"num.spawnDays",123.6,"stlouis"
2086,"num.spawnDays",130.8,"stlouis"
2087,"num.spawnDays",126.6,"stlouis"
2088,"num.spawnDays",127.8,"stlouis"
2089,"num.spawnDays",131.6,"stlouis"
2090,"num.spawnDays",131.6,"stlouis"
2091,"num.spawnDays",130,"stlouis"
2092,"num.spawnDays",132.2,"stlouis"
2093,"num.spawnDays",128.2,"stlouis"
2094,"num.spawnDays",140.6,"stlouis"
2095,"num.spawnDays",139,"stlouis"
2096,"num.spawnDays",134.4,"stlouis"
2097,"num.spawnDays",140.4,"stlouis"
2098,"num.spawnDays",145.6,"stlouis"
2099,"num.spawnDays",132,"stlouis"
2015,"spawnPercent_year",0.168,"stlouis"
2016,"spawnPercent_year",0.218,"stlouis"
2017,"spawnPercent_year",0.18,"stlouis"
2018,"spawnPercent_year",0.182,"stlouis"
2019,"spawnPercent_year",0.192,"stlouis"
2020,"spawnPercent_year",0.222,"stlouis"
2021,"spawnPercent_year",0.2,"stlouis"
2022,"spawnPercent_year",0.186,"stlouis"
2023,"spawnPercent_year",0.198,"stlouis"
2024,"spawnPercent_year",0.194,"stlouis"
2025,"spawnPercent_year",0.208,"stlouis"
2026,"spawnPercent_year",0.198,"stlouis"
2027,"spawnPercent_year",0.224,"stlouis"
2028,"spawnPercent_year",0.224,"stlouis"
2029,"spawnPercent_year",0.222,"stlouis"
2030,"spawnPercent_year",0.22,"stlouis"
2031,"spawnPercent_year",0.212,"stlouis"
2032,"spawnPercent_year",0.236,"stlouis"
2033,"spawnPercent_year",0.246,"stlouis"
2034,"spawnPercent_year",0.236,"stlouis"
2035,"spawnPercent_year",0.22,"stlouis"
2036,"spawnPercent_year",0.232,"stlouis"
2037,"spawnPercent_year",0.25,"stlouis"
2038,"spawnPercent_year",0.24,"stlouis"
2039,"spawnPercent_year",0.26,"stlouis"
2040,"spawnPercent_year",0.25,"stlouis"
2041,"spawnPercent_year",0.258,"stlouis"
2042,"spawnPercent_year",0.268,"stlouis"
2043,"spawnPercent_year",0.26,"stlouis"
2044,"spawnPercent_year",0.252,"stlouis"
2045,"spawnPercent_year",0.26,"stlouis"
2046,"spawnPercent_year",0.256,"stlouis"
2047,"spawnPercent_year",0.274,"stlouis"
2048,"spawnPercent_year",0.236,"stlouis"
2049,"spawnPercent_year",0.278,"stlouis"
2050,"spawnPercent_year",0.266,"stlouis"
2051,"spawnPercent_year",0.28,"stlouis"
2052,"spawnPercent_year",0.268,"stlouis"
2053,"spawnPercent_year",0.264,"stlouis"
2054,"spawnPercent_year",0.278,"stlouis"
2055,"spawnPercent_year",0.264,"stlouis"
2056,"spawnPercent_year",0.272,"stlouis"
2057,"spawnPercent_year",0.27,"stlouis"
2058,"spawnPercent_year",0.294,"stlouis"
2059,"spawnPercent_year",0.282,"stlouis"
2060,"spawnPercent_year",0.29,"stlouis"
2061,"spawnPercent_year",0.288,"stlouis"
2062,"spawnPercent_year",0.288,"stlouis"
2063,"spawnPercent_year",0.288,"stlouis"
2064,"spawnPercent_year",0.298,"stlouis"
2065,"spawnPercent_year",0.284,"stlouis"
2066,"spawnPercent_year",0.312,"stlouis"
2067,"spawnPercent_year",0.302,"stlouis"
2068,"spawnPercent_year",0.284,"stlouis"
2069,"spawnPercent_year",0.33,"stlouis"
2070,"spawnPercent_year",0.316,"stlouis"
2071,"spawnPercent_year",0.328,"stlouis"
2072,"spawnPercent_year",0.298,"stlouis"
2073,"spawnPercent_year",0.316,"stlouis"
2074,"spawnPercent_year",0.31,"stlouis"
2075,"spawnPercent_year",0.3,"stlouis"
2076,"spawnPercent_year",0.348,"stlouis"
2077,"spawnPercent_year",0.336,"stlouis"
2078,"spawnPercent_year",0.346,"stlouis"
2079,"spawnPercent_year",0.33,"stlouis"
2080,"spawnPercent_year",0.336,"stlouis"
2081,"spawnPercent_year",0.33,"stlouis"
2082,"spawnPercent_year",0.338,"stlouis"
2083,"spawnPercent_year",0.33,"stlouis"
2084,"spawnPercent_year",0.356,"stlouis"
2085,"spawnPercent_year",0.34,"stlouis"
2086,"spawnPercent_year",0.358,"stlouis"
2087,"spawnPercent_year",0.346,"stlouis"
2088,"spawnPercent_year",0.35,"stlouis"
2089,"spawnPercent_year",0.36,"stlouis"
2090,"spawnPercent_year",0.358,"stlouis"
2091,"spawnPercent_year",0.356,"stlouis"
2092,"spawnPercent_year",0.362,"stlouis"
2093,"spawnPercent_year",0.35,"stlouis"
2094,"spawnPercent_year",0.384,"stlouis"
2095,"spawnPercent_year",0.38,"stlouis"
2096,"spawnPercent_year",0.368,"stlouis"
2097,"spawnPercent_year",0.384,"stlouis"
2098,"spawnPercent_year",0.398,"stlouis"
2099,"spawnPercent_year",0.362,"stlouis"
2015,"spawnDaysRange1",181,"stlouis"
2016,"spawnDaysRange1",176.6,"stlouis"
2017,"spawnDaysRange1",178,"stlouis"
2018,"spawnDaysRange1",182.6,"stlouis"
2019,"spawnDaysRange1",181,"stlouis"
2020,"spawnDaysRange1",169.4,"stlouis"
2021,"spawnDaysRange1",179.2,"stlouis"
2022,"spawnDaysRange1",179.8,"stlouis"
2023,"spawnDaysRange1",182.4,"stlouis"
2024,"spawnDaysRange1",179.8,"stlouis"
2025,"spawnDaysRange1",176.4,"stlouis"
2026,"spawnDaysRange1",181.4,"stlouis"
2027,"spawnDaysRange1",174,"stlouis"
2028,"spawnDaysRange1",176.6,"stlouis"
2029,"spawnDaysRange1",171.4,"stlouis"
2030,"spawnDaysRange1",175,"stlouis"
2031,"spawnDaysRange1",173,"stlouis"
2032,"spawnDaysRange1",176.2,"stlouis"
2033,"spawnDaysRange1",166.2,"stlouis"
2034,"spawnDaysRange1",168.8,"stlouis"
2035,"spawnDaysRange1",173.2,"stlouis"
2036,"spawnDaysRange1",170.2,"stlouis"
2037,"spawnDaysRange1",169.6,"stlouis"
2038,"spawnDaysRange1",170.6,"stlouis"
2039,"spawnDaysRange1",172.2,"stlouis"
2040,"spawnDaysRange1",171.6,"stlouis"
2041,"spawnDaysRange1",167.8,"stlouis"
2042,"spawnDaysRange1",166.6,"stlouis"
2043,"spawnDaysRange1",167.6,"stlouis"
2044,"spawnDaysRange1",170,"stlouis"
2045,"spawnDaysRange1",166.4,"stlouis"
2046,"spawnDaysRange1",165.8,"stlouis"
2047,"spawnDaysRange1",169.2,"stlouis"
2048,"spawnDaysRange1",174.2,"stlouis"
2049,"spawnDaysRange1",166.2,"stlouis"
2050,"spawnDaysRange1",167.4,"stlouis"
2051,"spawnDaysRange1",166.4,"stlouis"
2052,"spawnDaysRange1",170.2,"stlouis"
2053,"spawnDaysRange1",169,"stlouis"
2054,"spawnDaysRange1",166.2,"stlouis"
2055,"spawnDaysRange1",165.2,"stlouis"
2056,"spawnDaysRange1",163.4,"stlouis"
2057,"spawnDaysRange1",166,"stlouis"
2058,"spawnDaysRange1",162.8,"stlouis"
2059,"spawnDaysRange1",161.4,"stlouis"
2060,"spawnDaysRange1",164.4,"stlouis"
2061,"spawnDaysRange1",160.6,"stlouis"
2062,"spawnDaysRange1",163.8,"stlouis"
2063,"spawnDaysRange1",166,"stlouis"
2064,"spawnDaysRange1",163.4,"stlouis"
2065,"spawnDaysRange1",163.8,"stlouis"
2066,"spawnDaysRange1",158.8,"stlouis"
2067,"spawnDaysRange1",161.6,"stlouis"
2068,"spawnDaysRange1",164.6,"stlouis"
2069,"spawnDaysRange1",154.4,"stlouis"
2070,"spawnDaysRange1",159,"stlouis"
2071,"spawnDaysRange1",156.4,"stlouis"
2072,"spawnDaysRange1",161.2,"stlouis"
2073,"spawnDaysRange1",156.4,"stlouis"
2074,"spawnDaysRange1",158,"stlouis"
2075,"spawnDaysRange1",163.8,"stlouis"
2076,"spawnDaysRange1",149.8,"stlouis"
2077,"spawnDaysRange1",154,"stlouis"
2078,"spawnDaysRange1",152.2,"stlouis"
2079,"spawnDaysRange1",157.2,"stlouis"
2080,"spawnDaysRange1",157.6,"stlouis"
2081,"spawnDaysRange1",156.6,"stlouis"
2082,"spawnDaysRange1",159.6,"stlouis"
2083,"spawnDaysRange1",159.2,"stlouis"
2084,"spawnDaysRange1",151,"stlouis"
2085,"spawnDaysRange1",153.8,"stlouis"
2086,"spawnDaysRange1",149.2,"stlouis"
2087,"spawnDaysRange1",151,"stlouis"
2088,"spawnDaysRange1",156.4,"stlouis"
2089,"spawnDaysRange1",146.8,"stlouis"
2090,"spawnDaysRange1",153.8,"stlouis"
2091,"spawnDaysRange1",150.2,"stlouis"
2092,"spawnDaysRange1",148.2,"stlouis"
2093,"spawnDaysRange1",152.4,"stlouis"
2094,"spawnDaysRange1",146.4,"stlouis"
2095,"spawnDaysRange1",144.8,"stlouis"
2096,"spawnDaysRange1",148.4,"stlouis"
2097,"spawnDaysRange1",145.6,"stlouis"
2098,"spawnDaysRange1",143.4,"stlouis"
2099,"spawnDaysRange1",146,"stlouis"
2015,"spawnDaysRange2",270.4,"stlouis"
2016,"spawnDaysRange2",292.2,"stlouis"
2017,"spawnDaysRange2",276.6,"stlouis"
2018,"spawnDaysRange2",276.6,"stlouis"
2019,"spawnDaysRange2",282.4,"stlouis"
2020,"spawnDaysRange2",296.8,"stlouis"
2021,"spawnDaysRange2",278.8,"stlouis"
2022,"spawnDaysRange2",272.2,"stlouis"
2023,"spawnDaysRange2",280.2,"stlouis"
2024,"spawnDaysRange2",280,"stlouis"
2025,"spawnDaysRange2",282.4,"stlouis"
2026,"spawnDaysRange2",288,"stlouis"
2027,"spawnDaysRange2",280.6,"stlouis"
2028,"spawnDaysRange2",284.4,"stlouis"
2029,"spawnDaysRange2",284.8,"stlouis"
2030,"spawnDaysRange2",284.2,"stlouis"
2031,"spawnDaysRange2",277.4,"stlouis"
2032,"spawnDaysRange2",293.6,"stlouis"
2033,"spawnDaysRange2",282,"stlouis"
2034,"spawnDaysRange2",286.2,"stlouis"
2035,"spawnDaysRange2",285.2,"stlouis"
2036,"spawnDaysRange2",290.8,"stlouis"
2037,"spawnDaysRange2",290.2,"stlouis"
2038,"spawnDaysRange2",281.4,"stlouis"
2039,"spawnDaysRange2",285,"stlouis"
2040,"spawnDaysRange2",288.6,"stlouis"
2041,"spawnDaysRange2",284.2,"stlouis"
2042,"spawnDaysRange2",296,"stlouis"
2043,"spawnDaysRange2",288.8,"stlouis"
2044,"spawnDaysRange2",290.8,"stlouis"
2045,"spawnDaysRange2",280.8,"stlouis"
2046,"spawnDaysRange2",284.2,"stlouis"
2047,"spawnDaysRange2",290,"stlouis"
2048,"spawnDaysRange2",284,"stlouis"
2049,"spawnDaysRange2",287.4,"stlouis"
2050,"spawnDaysRange2",290.8,"stlouis"
2051,"spawnDaysRange2",290,"stlouis"
2052,"spawnDaysRange2",302.2,"stlouis"
2053,"spawnDaysRange2",297.6,"stlouis"
2054,"spawnDaysRange2",290.2,"stlouis"
2055,"spawnDaysRange2",295.8,"stlouis"
2056,"spawnDaysRange2",288,"stlouis"
2057,"spawnDaysRange2",288,"stlouis"
2058,"spawnDaysRange2",292.8,"stlouis"
2059,"spawnDaysRange2",290,"stlouis"
2060,"spawnDaysRange2",291.6,"stlouis"
2061,"spawnDaysRange2",285.8,"stlouis"
2062,"spawnDaysRange2",288.4,"stlouis"
2063,"spawnDaysRange2",289.6,"stlouis"
2064,"spawnDaysRange2",306,"stlouis"
2065,"spawnDaysRange2",297,"stlouis"
2066,"spawnDaysRange2",306,"stlouis"
2067,"spawnDaysRange2",300.2,"stlouis"
2068,"spawnDaysRange2",292.6,"stlouis"
2069,"spawnDaysRange2",296,"stlouis"
2070,"spawnDaysRange2",289.8,"stlouis"
2071,"spawnDaysRange2",298.4,"stlouis"
2072,"spawnDaysRange2",294.2,"stlouis"
2073,"spawnDaysRange2",299.4,"stlouis"
2074,"spawnDaysRange2",298.4,"stlouis"
2075,"spawnDaysRange2",295,"stlouis"
2076,"spawnDaysRange2",306,"stlouis"
2077,"spawnDaysRange2",294.2,"stlouis"
2078,"spawnDaysRange2",300.2,"stlouis"
2079,"spawnDaysRange2",297.8,"stlouis"
2080,"spawnDaysRange2",304.6,"stlouis"
2081,"spawnDaysRange2",308,"stlouis"
2082,"spawnDaysRange2",301.4,"stlouis"
2083,"spawnDaysRange2",299.8,"stlouis"
2084,"spawnDaysRange2",305.4,"stlouis"
2085,"spawnDaysRange2",303.8,"stlouis"
2086,"spawnDaysRange2",293.8,"stlouis"
2087,"spawnDaysRange2",302,"stlouis"
2088,"spawnDaysRange2",310.8,"stlouis"
2089,"spawnDaysRange2",302,"stlouis"
2090,"spawnDaysRange2",310.6,"stlouis"
2091,"spawnDaysRange2",307.8,"stlouis"
2092,"spawnDaysRange2",299.4,"stlouis"
2093,"spawnDaysRange2",296.4,"stlouis"
2094,"spawnDaysRange2",311.2,"stlouis"
2095,"spawnDaysRange2",294.4,"stlouis"
2096,"spawnDaysRange2",300.8,"stlouis"
2097,"spawnDaysRange2",306,"stlouis"
2098,"spawnDaysRange2",307.6,"stlouis"
2099,"spawnDaysRange2",298,"stlouis"
2015,"lastBday",209.4,"stlouis"
2016,"lastBday",233.8,"stlouis"
2017,"lastBday",218.2,"stlouis"
2018,"lastBday",201.8,"stlouis"
2019,"lastBday",216.8,"stlouis"
